Year,County,PQI,PQIDescription,Count_ICD9,Population_ICD9,ObsRate_ICD9,RiskAdjRate_ICD9,Count_ICD10,Population_ICD10,ObsRate_ICD10
2014,Napa,1,Diabetes Short-term Complications,57,108610,52.5,53.8,,,
2015,Napa,1,Diabetes Short-term Complications,42,82361,51,53,,,
2016,Napa,1,Diabetes Short-term Complications,,,,,22,"111,505",19.7
2017,Napa,1,Diabetes Short-term Complications,,,,,37,"111,326",33.2
2005,Nevada,1,Diabetes Short-term Complications,23,77111,29.8,31.3,,,
2006,Nevada,1,Diabetes Short-term Complications,21,77728,27,28.5,,,
2007,Nevada,1,Diabetes Short-term Complications,16,78179,20.5,21.7,,,
2008,Nevada,1,Diabetes Short-term Complications,24,78803,30.5,32.4,,,
2009,Nevada,1,Diabetes Short-term Complications,15,79505,18.9,20.2,,,
2010,Nevada,1,Diabetes Short-term Complications,22,80097,27.5,29.5,,,
2011,Nevada,1,Diabetes Short-term Complications,25,80389,31.1,33.5,,,
2012,Nevada,1,Diabetes Short-term Complications,33,80329,41.1,44.6,,,
2013,Nevada,1,Diabetes Short-term Complications,44,80699,54.5,59.5,,,
2014,Nevada,1,Diabetes Short-term Complications,38,82513,46.1,50.1,,,
2015,Nevada,1,Diabetes Short-term Complications,29,61125,47.4,52.4,,,
2016,Nevada,1,Diabetes Short-term Complications,,,,,39,"81,712",47.7
2017,Nevada,1,Diabetes Short-term Complications,,,,,40,"82,510",48.5
2005,Orange,1,Diabetes Short-term Complications,640,2180617,29.3,28.4,,,
2006,Orange,1,Diabetes Short-term Complications,672,2185121,30.8,29.8,,,
2007,Orange,1,Diabetes Short-term Complications,652,2194736,29.7,28.9,,,
2008,Orange,1,Diabetes Short-term Complications,725,2219901,32.7,31.8,,,
2009,Orange,1,Diabetes Short-term Complications,756,2249030,33.6,32.8,,,
2010,Orange,1,Diabetes Short-term Complications,755,2279215,33.1,32.4,,,
2011,Orange,1,Diabetes Short-term Complications,869,2319605,37.5,36.7,,,
2012,Orange,1,Diabetes Short-term Complications,949,2270432,41.8,41.8,,,
2013,Orange,1,Diabetes Short-term Complications,939,2303808,40.8,40.9,,,
2014,Orange,1,Diabetes Short-term Complications,962,2330275,41.3,41.1,,,
2015,Orange,1,Diabetes Short-term Complications,742,1754644,42.3,43.1,,,
2016,Orange,1,Diabetes Short-term Complications,,,,,651,"2,465,223",26.4
2017,Orange,1,Diabetes Short-term Complications,,,,,631,"2,484,401",25.4
2005,Placer,1,Diabetes Short-term Complications,92,233967,39.3,39.7,,,
2006,Placer,1,Diabetes Short-term Complications,79,241760,32.7,33.1,,,
2007,Placer,1,Diabetes Short-term Complications,60,247749,24.2,24.6,,,
2008,Placer,1,Diabetes Short-term Complications,83,254728,32.6,33.2,,,
2009,Placer,1,Diabetes Short-term Complications,68,260230,26.1,26.7,,,
2010,Placer,1,Diabetes Short-term Complications,95,265780,35.7,36.7,,,
2011,Placer,1,Diabetes Short-term Complications,78,272624,28.6,29.4,,,
2012,Placer,1,Diabetes Short-term Complications,108,269220,40.1,42.1,,,
2013,Placer,1,Diabetes Short-term Complications,125,275142,45.4,47.9,,,
2014,Placer,1,Diabetes Short-term Complications,112,291385,38.4,40,,,
2015,Placer,1,Diabetes Short-term Complications,69,211518,32.6,34.9,,,
2016,Placer,1,Diabetes Short-term Complications,,,,,76,"294,337",25.8
2017,Placer,1,Diabetes Short-term Complications,,,,,93,"299,933",31
2005,Plumas,1,Diabetes Short-term Complications,10,16762,59.7,63,,,
2006,Plumas,1,Diabetes Short-term Complications,4,16591,24.1,25.5,,,
2007,Plumas,1,Diabetes Short-term Complications,5,16601,30.1,32.1,,,
2008,Plumas,1,Diabetes Short-term Complications,2,16521,12.1,13,,,
2009,Plumas,1,Diabetes Short-term Complications,7,16384,42.7,46.1,,,
2010,Plumas,1,Diabetes Short-term Complications,1,16311,6.1,6.6,,,
2011,Plumas,1,Diabetes Short-term Complications,4,16239,24.6,26.8,,,
2012,Plumas,1,Diabetes Short-term Complications,4,17560,22.8,23.4,,,
2013,Plumas,1,Diabetes Short-term Complications,1,17229,5.8,6,,,
2014,Plumas,1,Diabetes Short-term Complications,7,16981,41.2,43.6,,,
2015,Plumas,1,Diabetes Short-term Complications,7,13235,52.9,53.4,,,
2016,Plumas,1,Diabetes Short-term Complications,,,,,3,"15,622",19.2
2017,Plumas,1,Diabetes Short-term Complications,,,,,4,"15,589",25.7
2005,Riverside,1,Diabetes Short-term Complications,670,1365225,49.1,47.7,,,
2006,Riverside,1,Diabetes Short-term Complications,773,1423074,54.3,52.7,,,
2007,Riverside,1,Diabetes Short-term Complications,811,1468741,55.2,53.6,,,
2008,Riverside,1,Diabetes Short-term Complications,873,1497677,58.3,56.7,,,
2009,Riverside,1,Diabetes Short-term Complications,846,1532584,55.2,53.7,,,
2010,Riverside,1,Diabetes Short-term Complications,816,1579716,51.7,50.3,,,
2011,Riverside,1,Diabetes Short-term Complications,921,1618245,56.9,55.5,,,
2012,Riverside,1,Diabetes Short-term Complications,927,1578971,58.7,58.7,,,
2013,Riverside,1,Diabetes Short-term Complications,1077,1608253,67,67.2,,,
2014,Riverside,1,Diabetes Short-term Complications,1048,1723126,60.8,60,,,
2015,Riverside,1,Diabetes Short-term Complications,892,1235866,72.2,73.6,,,
2016,Riverside,1,Diabetes Short-term Complications,,,,,716,"1,772,763",40.4
2017,Riverside,1,Diabetes Short-term Complications,,,,,795,"1,807,055",44
2005,Sacramento,1,Diabetes Short-term Complications,487,1001691,48.6,46.9,,,
2006,Sacramento,1,Diabetes Short-term Complications,593,1010429,58.7,56.7,,,
2007,Sacramento,1,Diabetes Short-term Complications,629,1020852,61.6,59.7,,,
2008,Sacramento,1,Diabetes Short-term Complications,686,1032542,66.4,64.5,,,
2009,Sacramento,1,Diabetes Short-term Complications,642,1046094,61.4,59.7,,,
2010,Sacramento,1,Diabetes Short-term Complications,674,1058518,63.7,62,,,
2011,Sacramento,1,Diabetes Short-term Complications,706,1075584,65.6,64.1,,,
2012,Sacramento,1,Diabetes Short-term Complications,755,1052498,71.7,71.6,,,
2013,Sacramento,1,Diabetes Short-term Complications,880,1066996,82.5,82.7,,,
2014,Sacramento,1,Diabetes Short-term Complications,907,1102714,82.3,81.3,,,
2015,Sacramento,1,Diabetes Short-term Complications,721,812828,88.7,90.4,,,
2016,Sacramento,1,Diabetes Short-term Complications,,,,,673,"1,150,115",58.5
2017,Sacramento,1,Diabetes Short-term Complications,,,,,740,"1,166,304",63.4
2005,San Benito,1,Diabetes Short-term Complications,7,38212,18.3,17.5,,,
2006,San Benito,1,Diabetes Short-term Complications,15,37946,39.5,37.9,,,
2007,San Benito,1,Diabetes Short-term Complications,17,37962,44.8,43.1,,,
2008,San Benito,1,Diabetes Short-term Complications,16,38262,41.8,40.3,,,
2009,San Benito,1,Diabetes Short-term Complications,20,38665,51.7,50,,,
2010,San Benito,1,Diabetes Short-term Complications,22,39605,55.5,53.9,,,
2011,San Benito,1,Diabetes Short-term Complications,30,40265,74.5,72.5,,,
2012,San Benito,1,Diabetes Short-term Complications,33,41402,79.7,77.4,,,
2013,San Benito,1,Diabetes Short-term Complications,34,42194,80.6,78.4,,,
2014,San Benito,1,Diabetes Short-term Complications,33,41257,80,78.1,,,
2015,San Benito,1,Diabetes Short-term Complications,5,33017,15.1,14.8,,,
2016,San Benito,1,Diabetes Short-term Complications,,,,,14,"43,840",31.9
2017,San Benito,1,Diabetes Short-term Complications,,,,,16,"44,802",35.7
2005,San Bernardino,1,Diabetes Short-term Complications,839,1347408,62.3,58.6,,,
2006,San Bernardino,1,Diabetes Short-term Complications,864,1373516,62.9,59.2,,,
2007,San Bernardino,1,Diabetes Short-term Complications,908,1390849,65.3,61.5,,,
2008,San Bernardino,1,Diabetes Short-term Complications,1024,1405191,72.9,68.8,,,
2009,San Bernardino,1,Diabetes Short-term Complications,945,1420975,66.5,63,,,
2010,San Bernardino,1,Diabetes Short-term Complications,998,1447189,69,65.4,,,
2011,San Bernardino,1,Diabetes Short-term Complications,1024,1474036,69.5,66,,,
2012,San Bernardino,1,Diabetes Short-term Complications,1087,1428592,76.1,74.2,,,
2013,San Bernardino,1,Diabetes Short-term Complications,1235,1446673,85.4,83.4,,,
2014,San Bernardino,1,Diabetes Short-term Complications,1096,1521005,72.1,69.4,,,
2015,San Bernardino,1,Diabetes Short-term Complications,931,1099744,84.7,84.1,,,
2016,San Bernardino,1,Diabetes Short-term Complications,,,,,738,"1,565,005",47.2
2017,San Bernardino,1,Diabetes Short-term Complications,,,,,900,"1,585,735",56.8
2005,San Diego,1,Diabetes Short-term Complications,756,2214544,34.1,32.7,,,
2006,San Diego,1,Diabetes Short-term Complications,890,2229606,39.9,38.2,,,
2007,San Diego,1,Diabetes Short-term Complications,861,2257236,38.1,36.6,,,
2008,San Diego,1,Diabetes Short-term Complications,984,2296616,42.8,41.2,,,
2009,San Diego,1,Diabetes Short-term Complications,928,2332413,39.8,38.3,,,
2010,San Diego,1,Diabetes Short-term Complications,1064,2372232,44.9,43.2,,,
2011,San Diego,1,Diabetes Short-term Complications,1047,2407960,43.5,42,,,
2012,San Diego,1,Diabetes Short-term Complications,1075,2359002,45.6,45,,,
2013,San Diego,1,Diabetes Short-term Complications,1215,2394181,50.7,50.3,,,
2014,San Diego,1,Diabetes Short-term Complications,1093,2438827,44.8,43.9,,,
2015,San Diego,1,Diabetes Short-term Complications,957,1829497,52.3,52.6,,,
2016,San Diego,1,Diabetes Short-term Complications,,,,,790,"2,588,559",30.5
2017,San Diego,1,Diabetes Short-term Complications,,,,,882,"2,609,157",33.8
2005,San Francisco,1,Diabetes Short-term Complications,195,655221,29.8,29.2,,,
2006,San Francisco,1,Diabetes Short-term Complications,220,661295,33.3,32.7,,,
2007,San Francisco,1,Diabetes Short-term Complications,204,670554,30.4,29.9,,,
2008,San Francisco,1,Diabetes Short-term Complications,229,682007,33.6,32.9,,,
2009,San Francisco,1,Diabetes Short-term Complications,249,691485,36,35.3,,,
2010,San Francisco,1,Diabetes Short-term Complications,255,694816,36.7,36,,,
2011,San Francisco,1,Diabetes Short-term Complications,259,701321,36.9,36.4,,,
2012,San Francisco,1,Diabetes Short-term Complications,329,704143,46.7,46.6,,,
2013,San Francisco,1,Diabetes Short-term Complications,310,712976,43.5,43.5,,,
2014,San Francisco,1,Diabetes Short-term Complications,277,709035,39.1,38.9,,,
2015,San Francisco,1,Diabetes Short-term Complications,241,548383,43.9,44.4,,,
2016,San Francisco,1,Diabetes Short-term Complications,,,,,210,"758,535",27.7
2017,San Francisco,1,Diabetes Short-term Complications,,,,,179,"765,526",23.4
2005,San Joaquin,1,Diabetes Short-term Complications,291,458859,63.4,60.7,,,
2006,San Joaquin,1,Diabetes Short-term Complications,295,463522,63.6,61,,,
2007,San Joaquin,1,Diabetes Short-term Complications,278,468057,59.4,57,,,
2008,San Joaquin,1,Diabetes Short-term Complications,267,471774,56.6,54.5,,,
2009,San Joaquin,1,Diabetes Short-term Complications,285,478055,59.6,57.5,,,
2010,San Joaquin,1,Diabetes Short-term Complications,313,486701,64.3,62.1,,,
2011,San Joaquin,1,Diabetes Short-term Complications,350,495680,70.6,68.3,,,
2012,San Joaquin,1,Diabetes Short-term Complications,361,482094,74.9,74.2,,,
2013,San Joaquin,1,Diabetes Short-term Complications,358,486694,73.6,73.1,,,
2014,San Joaquin,1,Diabetes Short-term Complications,386,510294,75.6,74.1,,,
2015,San Joaquin,1,Diabetes Short-term Complications,292,370942,78.7,79.5,,,
2016,San Joaquin,1,Diabetes Short-term Complications,,,,,263,"532,776",49.4
2017,San Joaquin,1,Diabetes Short-term Complications,,,,,294,"542,290",54.2
2005,San Luis Obispo,1,Diabetes Short-term Complications,95,203693,46.6,45.1,,,
2006,San Luis Obispo,1,Diabetes Short-term Complications,87,205958,42.2,40.9,,,
2007,San Luis Obispo,1,Diabetes Short-term Complications,93,208250,44.7,43.4,,,
2008,San Luis Obispo,1,Diabetes Short-term Complications,72,211458,34,33.3,,,
2009,San Luis Obispo,1,Diabetes Short-term Complications,87,213363,40.8,40,,,
2010,San Luis Obispo,1,Diabetes Short-term Complications,96,215558,44.5,43.9,,,
2011,San Luis Obispo,1,Diabetes Short-term Complications,118,216909,54.4,53.6,,,
2012,San Luis Obispo,1,Diabetes Short-term Complications,124,212867,58.3,58.6,,,
2013,San Luis Obispo,1,Diabetes Short-term Complications,126,214971,58.6,59.1,,,
2014,San Luis Obispo,1,Diabetes Short-term Complications,118,220837,53.4,53.3,,,
2015,San Luis Obispo,1,Diabetes Short-term Complications,94,162048,58,59.3,,,
2016,San Luis Obispo,1,Diabetes Short-term Complications,,,,,69,"231,506",29.8
2017,San Luis Obispo,1,Diabetes Short-term Complications,,,,,88,"232,913",37.8
2005,San Mateo,1,Diabetes Short-term Complications,116,535835,21.6,21.6,,,
2006,San Mateo,1,Diabetes Short-term Complications,135,536688,25.2,25.1,,,
2007,San Mateo,1,Diabetes Short-term Complications,132,540450,24.4,24.5,,,
2008,San Mateo,1,Diabetes Short-term Complications,118,548332,21.5,21.6,,,
2009,San Mateo,1,Diabetes Short-term Complications,118,556343,21.2,21.3,,,
2010,San Mateo,1,Diabetes Short-term Complications,154,561671,27.4,27.7,,,
2011,San Mateo,1,Diabetes Short-term Complications,152,567914,26.8,27.1,,,
2012,San Mateo,1,Diabetes Short-term Complications,163,563760,28.9,29.7,,,
2013,San Mateo,1,Diabetes Short-term Complications,191,572187,33.4,34.4,,,
2014,San Mateo,1,Diabetes Short-term Complications,172,567038,30.3,31.1,,,
2015,San Mateo,1,Diabetes Short-term Complications,139,438734,31.7,33,,,
2016,San Mateo,1,Diabetes Short-term Complications,,,,,132,"607,802",21.7
2017,San Mateo,1,Diabetes Short-term Complications,,,,,108,"611,146",17.7
2005,Santa Barbara,1,Diabetes Short-term Complications,116,306606,37.8,36,,,
2006,Santa Barbara,1,Diabetes Short-term Complications,101,307420,32.9,31.3,,,
2007,Santa Barbara,1,Diabetes Short-term Complications,109,310281,35.1,33.5,,,
2008,Santa Barbara,1,Diabetes Short-term Complications,106,314006,33.8,32.3,,,
2009,Santa Barbara,1,Diabetes Short-term Complications,112,317734,35.2,33.8,,,
2010,Santa Barbara,1,Diabetes Short-term Complications,140,321346,43.6,41.8,,,
2011,Santa Barbara,1,Diabetes Short-term Complications,124,323344,38.3,36.7,,,
2012,Santa Barbara,1,Diabetes Short-term Complications,153,314909,48.6,47.5,,,
2013,Santa Barbara,1,Diabetes Short-term Complications,163,319459,51,49.9,,,
2014,Santa Barbara,1,Diabetes Short-term Complications,145,324453,44.7,43.2,,,
2015,Santa Barbara,1,Diabetes Short-term Complications,117,241070,48.5,48,,,
2016,Santa Barbara,1,Diabetes Short-term Complications,,,,,90,"346,424",26
2017,Santa Barbara,1,Diabetes Short-term Complications,,,,,117,"348,437",33.6
2005,Santa Clara,1,Diabetes Short-term Complications,449,1267009,35.4,34.3,,,
2006,Santa Clara,1,Diabetes Short-term Complications,453,1280352,35.4,34.3,,,
2007,Santa Clara,1,Diabetes Short-term Complications,419,1297418,32.3,31.3,,,
2008,Santa Clara,1,Diabetes Short-term Complications,483,1319407,36.6,35.6,,,
2009,Santa Clara,1,Diabetes Short-term Complications,485,1339490,36.2,35.3,,,
2010,Santa Clara,1,Diabetes Short-term Complications,525,1357407,38.7,37.8,,,
2011,Santa Clara,1,Diabetes Short-term Complications,535,1377352,38.8,38.1,,,
2012,Santa Clara,1,Diabetes Short-term Complications,579,1358776,42.6,42.6,,,
2013,Santa Clara,1,Diabetes Short-term Complications,609,1383328,44,44.2,,,
2014,Santa Clara,1,Diabetes Short-term Complications,620,1385342,44.8,44.6,,,
2015,Santa Clara,1,Diabetes Short-term Complications,508,1063381,47.8,48.5,,,
2016,Santa Clara,1,Diabetes Short-term Complications,,,,,333,"1,497,619",22.2
2017,Santa Clara,1,Diabetes Short-term Complications,,,,,383,"1,508,072",25.4
2005,Santa Cruz,1,Diabetes Short-term Complications,67,193146,34.7,32.9,,,
2006,Santa Cruz,1,Diabetes Short-term Complications,64,193902,33,31.4,,,
2007,Santa Cruz,1,Diabetes Short-term Complications,62,195548,31.7,30.3,,,
2008,Santa Cruz,1,Diabetes Short-term Complications,58,198374,29.2,28,,,
2009,Santa Cruz,1,Diabetes Short-term Complications,59,201450,29.3,28.2,,,
2010,Santa Cruz,1,Diabetes Short-term Complications,79,204227,38.7,37.4,,,
2011,Santa Cruz,1,Diabetes Short-term Complications,67,205429,32.6,31.5,,,
2012,Santa Cruz,1,Diabetes Short-term Complications,89,200670,44.4,43.7,,,
2013,Santa Cruz,1,Diabetes Short-term Complications,83,203323,40.8,40.3,,,
2014,Santa Cruz,1,Diabetes Short-term Complications,69,204815,33.7,33,,,
2015,Santa Cruz,1,Diabetes Short-term Complications,75,153534,48.8,48.8,,,
2016,Santa Cruz,1,Diabetes Short-term Complications,,,,,68,"221,191",30.7
2017,Santa Cruz,1,Diabetes Short-term Complications,,,,,76,"222,187",34.2
2005,Shasta,1,Diabetes Short-term Complications,123,133597,92.1,93.5,,,
2006,Shasta,1,Diabetes Short-term Complications,103,134702,76.5,77.8,,,
2007,Shasta,1,Diabetes Short-term Complications,107,135409,79,80.6,,,
2008,Shasta,1,Diabetes Short-term Complications,96,136355,70.4,72.1,,,
2009,Shasta,1,Diabetes Short-term Complications,115,137066,83.9,86.2,,,
2010,Shasta,1,Diabetes Short-term Complications,121,137755,87.8,90.5,,,
2011,Shasta,1,Diabetes Short-term Complications,153,138865,110.2,113.8,,,
2012,Shasta,1,Diabetes Short-term Complications,141,137373,102.6,107.7,,,
2013,Shasta,1,Diabetes Short-term Complications,148,138135,107.1,112.9,,,
2014,Shasta,1,Diabetes Short-term Complications,156,142262,109.7,114.5,,,
2015,Shasta,1,Diabetes Short-term Complications,125,104057,120.1,128.3,,,
2016,Shasta,1,Diabetes Short-term Complications,,,,,113,"140,207",80.6
2017,Shasta,1,Diabetes Short-term Complications,,,,,121,"141,171",85.7
2005,Sierra,1,Diabetes Short-term Complications,0,2724,0,0,,,
2006,Sierra,1,Diabetes Short-term Complications,0,2774,0,0,,,
2007,Sierra,1,Diabetes Short-term Complications,1,2756,36.3,39.2,,,
2008,Sierra,1,Diabetes Short-term Complications,1,2742,36.5,39.6,,,
2009,Sierra,1,Diabetes Short-term Complications,2,2687,74.4,81.5,,,
2010,Sierra,1,Diabetes Short-term Complications,3,2692,111.4,122,,,
2011,Sierra,1,Diabetes Short-term Complications,1,2613,38.3,42.5,,,
2012,Sierra,1,Diabetes Short-term Complications,0,4609,0,0,,,
2013,Sierra,1,Diabetes Short-term Complications,2,4566,43.8,36.9,,,
2014,Sierra,1,Diabetes Short-term Complications,0,3692,0,0,,,
2015,Sierra,1,Diabetes Short-term Complications,0,4137,0,0,,,
2016,Sierra,1,Diabetes Short-term Complications,,,,,0,"2,508",0
2017,Sierra,1,Diabetes Short-term Complications,,,,,0,"2,529",0
2005,Siskiyou,1,Diabetes Short-term Complications,24,35143,68.3,71.9,,,
2006,Siskiyou,1,Diabetes Short-term Complications,15,35080,42.8,45.2,,,
2007,Siskiyou,1,Diabetes Short-term Complications,23,35195,65.4,69.4,,,
2008,Siskiyou,1,Diabetes Short-term Complications,19,35541,53.5,56.9,,,
2009,Siskiyou,1,Diabetes Short-term Complications,29,35511,81.7,87.3,,,
2010,Siskiyou,1,Diabetes Short-term Complications,22,35719,61.6,65.9,,,
2011,Siskiyou,1,Diabetes Short-term Complications,20,35459,56.4,60.7,,,
2012,Siskiyou,1,Diabetes Short-term Complications,31,36324,85.3,90.2,,,
2013,Siskiyou,1,Diabetes Short-term Complications,31,36015,86.1,91.5,,,
2014,Siskiyou,1,Diabetes Short-term Complications,29,36411,79.6,85.2,,,
2015,Siskiyou,1,Diabetes Short-term Complications,28,27121,103.2,109.5,,,
2016,Siskiyou,1,Diabetes Short-term Complications,,,,,20,"34,714",57.6
2017,Siskiyou,1,Diabetes Short-term Complications,,,,,16,"35,010",45.7
2005,Solano,1,Diabetes Short-term Complications,183,301678,60.7,58.5,,,
2006,Solano,1,Diabetes Short-term Complications,189,303214,62.3,60.3,,,
2007,Solano,1,Diabetes Short-term Complications,181,304287,59.5,57.7,,,
2008,Solano,1,Diabetes Short-term Complications,183,306167,59.8,58.3,,,
2009,Solano,1,Diabetes Short-term Complications,258,308635,83.6,81.8,,,
2010,Solano,1,Diabetes Short-term Complications,196,313165,62.6,61.4,,,
2011,Solano,1,Diabetes Short-term Complications,196,316734,61.9,60.9,,,
2012,Solano,1,Diabetes Short-term Complications,206,312400,65.9,66.1,,,
2013,Solano,1,Diabetes Short-term Complications,221,317212,69.7,70.1,,,
2014,Solano,1,Diabetes Short-term Complications,201,320144,62.8,62.7,,,
2015,Solano,1,Diabetes Short-term Complications,148,242676,61,62.2,,,
2016,Solano,1,Diabetes Short-term Complications,,,,,141,"341,190",41.3
2017,Solano,1,Diabetes Short-term Complications,,,,,129,"346,242",37.3
